Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.10268451837807531,0.002886419396738346,0.003239850156930242,0.0007061836426375819,0.00012767441860465117,0.0273972602739726,0.0,0.01622340851834215,0.01988549695309788,0.08390646492434663,0.0,0.022171426725252002,0.032899344135188004,0.0,0.0,0.001991296379831933,0.00778557570940171,0.018721378151260504,1.5126050165948737e-07,0.0875,0.004408231932773109,0.011069098402877698,0.01929994117647059,3.7731092119906787e-06,0.1025,0.0033402217403361344,0.010164745174807198,0.018721378151260504,4.1176470588235295e-07,0.0,0.0,0.0,0.0,0.004446304336454465,0.005223941038308901,5.680830493333333e-07,1.298475541e-06,0.0,0.04178082191780822,0.042776750896263815,0.04027210539316822,0.0016199861022522521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.04208096770738655,0.01622340851834215,0.022171426725252002,0.004446304336454465,0.0,0.0,0.0,0.0,0.0,0.0,0.002886419396738346,0.0007061836426375819,0.003239850156930242,0.0001278779110218507,0.4455718994140625,0.003936767578125,0.002669336002669336,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
2.0750000345833338e-06,0.0001443209698369173,0.00010124531740407007,4.88466946488446e-06,0.0,0.0005993150684931507,0.0,0.0011782811522825403,0.0014042894480964226,0.0,0.0,0.0,0.0,0.0,0.0,1.046218487394958e-06,4.748580338217338e-07,1.277310924369748e-06,8.319327591271805e-07,2.075e-06,2.092436974789916e-06,0.0,2.092436974789916e-06,2.1008403184803335e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00041847570225453785,0.00010123916740908723,0.0026773761713333333,0.0020080321285,0.0,0.0005993150684931507,0.0033905665421826944,0.0017164834147393939,2.9429429427927927e-06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0043648672728306874,0.0011782811522825403,0.0,0.00041847570225453785,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443209698369173,4.88466946488446e-06,0.00010124531740407007,0.0,0.003509521484375,1.52587890625e-05,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
0.9999598499993309,0.26237552316351564,0.1839627417231953,0.1706787248221457,0.0005070697674418605,0.05440924657534246,0.0030257186081694403,0.04526790914622065,0.037683779962613476,0.0005158184319119669,0.004143646408839779,0.0015507883173946756,0.0,0.0,0.0,0.00027740381218487395,0.0071212711306471305,0.27899159663865547,4.2016806016524265e-08,1.0,0.0005546550368907562,0.009883021045563548,0.27983193277310925,7.731092372007627e-07,1.0,0.0005551881963865546,0.010591055901028278,0.27899159663865547,4e-06,0.0,0.0,0.0,0.0,0.23787728200031386,0.18395156718231148,5.05298074e-06,7.5711374400000005e-06,0.004524886877828055,0.05440924657534246,0.06660101352830045,0.048691526411594695,0.0023681510378378377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06432211233489071,0.04526790914622065,0.0015507883173946756,0.23787728200031386,0.0,0.0,0.0,0.0,0.0,0.0,0.26237552316351564,0.1706787248221457,0.1839627417231953,0.0005078779548124651,0.0502777099609375,0.0502777099609375,0.3033033033033033,0.3333333333333333,0.05863632333,0.17173646149425287,0.09355307,0.00809115,0.12352941176470589,0.23469387755102042,0.27899159663865547,0.042926159663865544,Infiltration
6.500000108333335e-07,0.0,0.00010124531740407007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.554621848739496e-07,0.0,6.554621848739496e-07,6.722688962643882e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020923785112726893,0.00016198266785453957,0.004273504273333333,0.00641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.00020923785112726893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010124531740407007,0.0,0.00396728515625,0.0037841796875,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
0.0637582843959714,0.0005772838793476692,0.0,1.0467148853323844e-05,0.0,0.0002568493150684931,0.0030257186081694403,0.0010099552733850345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016073516806722688,0.046701225421245426,0.06428566386554622,2.5210083609914563e-08,0.06375828333333333,0.016073516806722688,0.045861275323741006,0.06428566386554622,1.6806722547842666e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006538682847727153,0.0,2.1783661933333331e-07,0.0,0.004524886877828055,0.0002568493150684931,0.002906199893299452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033671833248753585,0.0010099552733850345,0.0,0.0006538682847727153,0.0,0.0,0.0,0.0,0.0,0.0,0.0005772838793476692,1.0467148853323844e-05,0.0,0.0,0.0039215087890625,0.0,0.000667334000667334,0.3333333333333333,1e-05,0.0,1e-05,1e-05,0.06428566386554622,0.0,0.06428566386554622,0.06428566386554622,DoS
3.666666727777779e-07,0.0,0.00010124531740407007,0.0,2.790697674418605e-07,0.0,0.0,0.0,0.0,0.0005158184319119669,0.004143646408839779,0.0015507883173946756,0.0,0.0,0.0,3.6974789915966385e-07,0.0,3.6974789915966385e-07,3.865546153520233e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026154731390908617,0.00010123916740908723,0.0075757575766666665,0.011363636365,0.0,0.0002568493150684931,0.000968733297766484,0.0007356357491133518,5.405405405405406e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0014029930520313993,0.0,0.0015507883173946756,0.00026154731390908617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010124531740407007,2.7951455961060267e-07,0.4455718994140625,1.52587890625e-05,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
0.00040235834003930564,0.0,0.00010124531740407007,1.7096343127095612e-05,6.372093023255814e-06,0.0020976027397260275,0.024710035300050427,0.008247968065977782,0.0,0.011777854195323246,0.09461325966850828,0.03540966658051176,0.0,0.0,0.0,0.00040573949579831935,0.0,0.00040573949579831935,0.0004057562957015749,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020923785112726893,0.00016198266785453957,6.903741136666666e-06,1.0355611705e-05,0.03695324283559578,0.0058647260273972605,0.03794205416090607,0.010789324321037026,0.00011627627626126126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.05495056120456314,0.008247968065977782,0.03540966658051176,0.00020923785112726893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7096343127095612e-05,0.00010124531740407007,6.382249111108761e-06,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
5.0000000833333345e-08,0.0,0.00010124531740407007,0.0,2.790697674418605e-07,0.0,0.0,0.0,0.0,0.0005158184319119669,0.004143646408839779,0.0015507883173946756,0.0,0.0,0.0,5.042016806722689e-08,0.0,5.042016806722689e-08,6.722688962643882e-08,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026154731390908617,0.00010123916740908723,0.055555555566666665,0.08333333335,0.0,0.0002568493150684931,0.000968733297766484,0.0007356357491133518,5.405405405405406e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0014029930520313993,0.0,0.0015507883173946756,0.00026154731390908617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010124531740407007,2.7951455961060267e-07,0.4455718994140625,1.52587890625e-05,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
3.33333338888889e-08,0.0001443209698369173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.361344537815126e-08,0.0,3.361344537815126e-08,5.0420167219829125e-08,3.3333333333333334e-08,3.361344537815126e-08,0.0,3.361344537815126e-08,4.201680636960667e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041847570225453785,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041847570225453785,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443209698369173,0.0,0.0,0.0,0.0041961669921875,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
0.046987725783128764,0.0002886419396738346,0.00010124531740407007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015794193277310926,0.0397406263980464,0.04737629411764706,1.2436974580891184e-06,0.046987725,0.023691289915966387,0.04779355930455635,0.04737629411764706,6.2941175941670795e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680023016163624,0.00020247833481817446,1.7735128333333336e-07,8.86756415e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680023016163624,0.0,0.0,0.0,0.0,0.0,0.0,0.0002886419396738346,0.0,0.00010124531740407007,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WebAttack
2.666666711111112e-07,0.0,0.00010124531740407007,0.0,2.790697674418605e-07,0.0,0.0,0.0,0.0,0.0005158184319119669,0.004143646408839779,0.0015507883173946756,0.0,0.0,0.0,2.689075630252101e-07,0.0,2.689075630252101e-07,2.85714280912365e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026154731390908617,0.00010123916740908723,0.010416666666666666,0.015625,0.0,0.0002568493150684931,0.000968733297766484,0.0007356357491133518,5.405405405405406e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0014029930520313993,0.0,0.0015507883173946756,0.00026154731390908617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010124531740407007,2.7951455961060267e-07,0.4455718994140625,1.52587890625e-05,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
0.09951838499197309,0.0030307403665752633,0.003341095474334312,0.0007006011632491425,0.00012767441860465117,0.0273972602739726,0.0,0.015363562037095092,0.01960177952716621,0.08390646492434663,0.0,0.021499565308865338,0.03245795030905053,0.0,0.0,0.001858419857142857,0.007439879173382173,0.018853823529411763,1.7647058526940192e-07,0.08583333333333333,0.004120102841176471,0.010600730492805755,0.019325,3.815126018360286e-06,0.09916666666666667,0.0031360724789915966,0.009758875475578407,0.018853823529411763,1.596638655462185e-07,0.0,0.0,0.0,0.0,0.0046555421875817335,0.00538592370616344,6.140685676666667e-07,1.3816542775e-06,0.0,0.04178082191780822,0.04111061932396517,0.03967722230465214,0.0015724800369369368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.04041470288754873,0.015363562037095092,0.021499565308865338,0.0046555421875817335,0.0,0.0,0.0,0.0,0.0,0.0,0.0030307403665752633,0.0007006011632491425,0.003341095474334312,0.0001278779110218507,0.4455718994140625,0.0037841796875,0.002669336002669336,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
